Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost,Price,Profit,Quantity,Sales
861,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,427.73,683.76,256.03,8,5470.056886
862,CA-2015-133851,09/06/2015,16/06/2015,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,990.2,34.82,-955.39,3,104.4531264
863,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,21.72,89.37,67.66,18,1608.680473
864,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,391.01,184.94,-206.07,24,4438.535612
865,CA-2017-134474,05/01/2017,07/01/2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",573.77,236.22,-337.54,2,472.4456823
866,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,824.51,944.85,120.33,4,3779.393268
867,CA-2015-149020,10/01/2015,15/01/2015,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",334.11,373.83,39.71,10,3738.279488
868,CA-2017-134362,29/09/2017,02/10/2017,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,503.23,40.95,-462.28,17,696.2117664
869,CA-2015-136742,06/04/2015,10/04/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,924.77,365.71,-559.05,1,365.7146365
870,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,764.16,488.43,-275.74,6,2930.551261
871,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,70.62,278.71,208.09,2,557.4266085
872,CA-2016-131128,19/10/2016,20/10/2016,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,646.67,550.27,-96.4,15,8253.99837
873,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",831.73,724.54,-107.19,16,11592.61142
874,CA-2015-148488,10/12/2015,15/12/2015,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,677.49,625.88,-51.61,5,3129.393046
875,CA-2018-114636,25/08/2018,29/08/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,719.44,679.89,-39.55,12,8158.708073
876,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",596.46,412.68,-183.78,15,6190.18124
877,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,464.71,356.24,-108.47,4,1424.961637
878,CA-2017-116736,17/01/2017,21/01/2017,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,105.53,87.31,-18.22,9,785.7870992
879,US-2015-158638,17/09/2015,21/09/2015,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",784.52,368.47,-416.05,11,4053.133709
880,CA-2018-111689,30/11/2018,02/12/2018,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',724.32,501.8,-222.52,11,5519.745129
881,CA-2018-111689,30/11/2018,02/12/2018,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,530.39,797.84,267.45,11,8776.254955
882,CA-2016-129098,09/10/2016,13/10/2016,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",469.04,512.81,43.77,19,9743.461956
883,US-2018-123463,23/12/2018,23/12/2018,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",782.55,872.29,89.75,13,11339.83234
884,CA-2017-165148,22/10/2017,24/10/2017,First Class,PM-19135,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,991.96,811.11,-180.85,13,10544.41404
885,CA-2015-134061,29/04/2015,04/05/2015,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,817.8,363.67,-454.13,21,7637.024041
886,CA-2016-143602,25/04/2016,28/04/2016,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,861.09,144.89,-716.19,18,2608.081816
887,CA-2018-115364,26/06/2018,02/07/2018,Standard Class,OT-18730,Olvera Toch,Consumer,United States,San Diego,California,92105,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,497.71,980.23,482.51,13,12742.94521
888,CA-2018-150707,14/10/2018,19/10/2018,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",940.99,337.45,-603.53,11,3711.964169
889,CA-2015-104976,09/12/2015,16/12/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,591.61,783.69,192.08,7,5485.830721
890,CA-2018-132934,20/06/2018,26/06/2018,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,812.54,265.21,-547.33,20,5304.242421
891,CA-2018-132934,20/06/2018,26/06/2018,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,987.28,690.71,-296.58,20,13814.13551
892,CA-2018-133256,26/06/2018,27/06/2018,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",389.58,124.1,-265.48,23,2854.206192
893,CA-2018-133256,26/06/2018,27/06/2018,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,289.32,619.7,330.39,18,11154.68026
894,CA-2018-133256,26/06/2018,27/06/2018,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,976.2,667.09,-309.11,7,4669.607975
895,CA-2017-105494,10/11/2017,12/11/2017,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,90.58,106.65,16.07,19,2026.376325
896,CA-2017-105494,10/11/2017,12/11/2017,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,94.91,648.66,553.75,1,648.6570068
897,CA-2017-140634,03/10/2017,06/10/2017,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,842.01,57.96,-784.05,4,231.824844
898,CA-2015-144407,09/09/2015,15/09/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,342.92,49.48,-293.45,25,1236.892437
899,CA-2018-160983,29/10/2018,31/10/2018,Second Class,GB-14530,George Bell,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,249.02,546.12,297.1,15,8191.83702
900,US-2017-114622,10/04/2017,12/04/2017,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,12.78,748.64,735.86,14,10480.94958
901,CA-2018-150959,11/11/2018,13/11/2018,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,622.29,808.32,186.03,21,16974.69755
902,CA-2018-150959,11/11/2018,13/11/2018,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,641.21,676.4,35.18,6,4058.389301
903,CA-2018-132353,15/09/2018,17/09/2018,First Class,DB-13060,Dave Brooks,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,318.58,518.84,200.26,8,4150.695548
904,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,305.26,638.75,333.48,23,14691.18856
905,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,907.68,873.08,-34.6,11,9603.901297
906,CA-2017-130477,08/04/2017,12/04/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,203.56,873.15,669.59,19,16589.83156
907,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",666.3,591.62,-74.68,12,7099.386628
908,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,952.01,125.58,-826.43,15,1883.683976
909,CA-2018-143259,30/12/2018,03/01/2019,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,827.55,723.13,-104.42,3,2169.3987
910,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,171.93,799.98,628.04,22,17599.48012
911,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,291.77,182.05,-109.73,6,1092.275757
912,CA-2018-137596,02/09/2018,07/09/2018,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,45.46,43.37,-2.09,13,563.813825
913,CA-2016-133627,31/05/2016,07/06/2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,317.39,584.9,267.51,2,1169.802721
914,CA-2018-102519,27/11/2018,29/11/2018,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",102.56,986.54,883.98,22,21703.90899
915,CA-2018-102519,27/11/2018,29/11/2018,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,851.09,706.51,-144.59,2,1413.011697
916,US-2015-141215,15/06/2015,21/06/2015,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",776.83,543.94,-232.89,21,11422.79002
917,US-2015-141215,15/06/2015,21/06/2015,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,545.43,694.27,148.84,13,9025.491318
918,US-2015-141215,15/06/2015,21/06/2015,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.93,517.77,508.85,3,1553.322888
919,CA-2017-165218,05/03/2017,11/03/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,528.37,121.26,-407.11,10,1212.603693
920,CA-2017-165218,05/03/2017,11/03/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,278.64,427.12,148.48,25,10677.98894
921,CA-2015-138296,05/12/2015,12/12/2015,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,466.83,856.51,389.68,21,17986.6645
922,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,617.98,628.83,10.85,1,628.8289157
923,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,722.63,714.17,-8.46,18,12855.04024
924,CA-2016-111164,11/04/2016,15/04/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,963.86,614.39,-349.46,23,14131.07902
925,CA-2017-149797,15/09/2017,20/09/2017,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,659.24,674.51,15.26,4,2698.027718
926,CA-2015-132962,13/09/2015,16/09/2015,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,814,590.97,-223.03,13,7682.59136
927,CA-2015-132962,13/09/2015,16/09/2015,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,423.63,327.5,-96.13,25,8187.612613
928,CA-2016-115091,05/10/2016,09/10/2016,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,506.84,1.58,-505.26,18,28.35535663
929,CA-2016-115091,05/10/2016,09/10/2016,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,872.09,325.41,-546.68,10,3254.089856
930,CA-2018-144932,14/04/2018,17/04/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,910.26,178.88,-731.38,11,1967.629428
931,CA-2018-144932,14/04/2018,17/04/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",731.74,745.96,14.21,2,1491.91702
932,CA-2018-144932,14/04/2018,17/04/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,192.11,688.16,496.05,23,15827.61716
933,CA-2018-114216,02/09/2018,06/09/2018,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",769.27,170.01,-599.26,15,2550.145913
934,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",665.92,398.39,-267.53,20,7967.797991
935,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,160.85,421.78,260.93,3,1265.33189
936,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,402.8,532.27,129.47,17,9048.663186
937,CA-2017-140081,20/06/2017,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,112.88,688.01,575.13,22,15136.23529
938,US-2018-111745,05/11/2018,06/11/2018,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,480.69,656.36,175.67,13,8532.730524
939,CA-2016-148250,13/12/2016,17/12/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,170.83,700.82,529.99,4,2803.26385
940,CA-2016-148250,13/12/2016,17/12/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,852,813.49,-38.52,15,12202.31363
941,CA-2017-105760,19/06/2017,20/06/2017,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",780.36,512.73,-267.63,17,8716.427581
942,CA-2017-142958,13/12/2017,20/12/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",643.7,458.3,-185.4,9,4124.674143
943,CA-2017-142958,13/12/2017,20/12/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,754.29,72.64,-681.65,1,72.64237945
944,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,268.11,837.16,569.04,16,13394.5097
945,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,657.97,957.18,299.21,10,9571.836156
946,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",103.18,405.04,301.87,15,6075.66902
947,US-2016-140200,26/07/2016,28/07/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,818,664.4,-153.6,11,7308.386477
948,US-2018-110576,28/11/2018,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",174.59,148.35,-26.23,13,1928.607727
949,US-2018-110576,28/11/2018,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,867.94,961.65,93.71,17,16348.04442
950,US-2018-110576,28/11/2018,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",290.59,965.45,674.87,3,2896.36209
951,US-2018-110576,28/11/2018,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,295.62,31.8,-263.83,2,63.59078594
952,US-2018-110576,28/11/2018,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),417.03,603.39,186.36,21,12671.14859
953,CA-2018-131156,03/04/2018,07/04/2018,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,701.86,181.76,-520.11,21,3816.876935
954,CA-2018-136539,28/12/2018,01/01/2019,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,464.57,218.93,-245.64,11,2408.23453
955,CA-2018-136539,28/12/2018,01/01/2019,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",742.25,123.95,-618.3,17,2107.142879
956,CA-2018-119305,30/11/2018,04/12/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,725.38,973.24,247.86,7,6812.705399
957,CA-2018-102414,15/05/2018,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",573.64,560.58,-13.06,7,3924.051349
958,CA-2018-102414,15/05/2018,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,415.27,997.47,582.21,21,20946.90581
959,CA-2018-102414,15/05/2018,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",990.17,977.86,-12.31,19,18579.3054
960,CA-2016-112571,22/09/2016,22/09/2016,Same Day,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,118.29,409.09,290.8,5,2045.4376
961,CA-2018-152142,14/11/2018,19/11/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",431.97,642.72,210.75,21,13497.11018
962,CA-2016-160059,27/11/2016,01/12/2016,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,159.4,411.85,252.45,3,1235.563781
963,CA-2017-120859,01/09/2017,04/09/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",501.77,980.65,478.88,17,16671.05151
964,CA-2015-127488,22/09/2015,24/09/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,204.94,779.97,575.03,13,10139.63768
965,CA-2018-135279,09/04/2018,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,456,36.42,-419.58,12,436.9843271
